0 1 620 CO 1 0.164501
1 1 640 CO 3 0.860746
2 1 660 CO 7 4.13164
3 1 680 CO 26 19.3347
4 1 690 CO 50 45.5652
5 1 695 CO 90 87.7513
6 1 700 CO 99.9 100
