0 1 620 CO 1 0.137974
1 1 640 CO 3 0.717585
2 1 660 CO 7 3.41662
3 1 680 CO 26 15.6462
4 1 690 CO 50 35.1705
5 1 695 CO 90 57.0302
6 1 700 CO 99.9 100
