0 1 620 CO 1 0.207841
1 1 640 CO 3 1.0874
2 1 660 CO 7 5.23859
3 1 680 CO 26 25.1769
4 1 690 CO 50 66.1294
5 1 695 CO 90 100
6 1 700 CO 99.9 100
