0 1 620 CO 1 0.154587
1 1 640 CO 3 0.804275
2 1 660 CO 7 3.83604
3 1 680 CO 26 17.7328
4 1 690 CO 50 40.8072
5 1 695 CO 90 70.4167
6 1 700 CO 99.9 100
