0 1 620 CO 1 0.162915
1 1 640 CO 3 0.852262
2 1 660 CO 7 4.0895
3 1 680 CO 26 19.115
4 1 690 CO 50 44.9079
5 1 695 CO 90 84.5485
6 1 700 CO 99.9 100
