0 1 620 CO 1 0.179101
1 1 640 CO 3 0.937723
2 1 660 CO 7 4.50952
3 1 680 CO 26 21.3028
4 1 690 CO 50 51.7152
5 1 695 CO 90 100
6 1 700 CO 99.9 100
