0 1 620 CO 1 0.16897
1 1 640 CO 3 0.883134
2 1 660 CO 7 4.23606
3 1 680 CO 26 19.8486
4 1 690 CO 50 47.0798
5 1 695 CO 90 98.7679
6 1 700 CO 99.9 100
